loan_id,user_id,loan_amount,origination_date,term_months
6683,4017,25000,2024-01-22,12
6684,3937,10000,2024-07-23,36
6685,1045,25000,2024-03-12,24
6686,3440,5000,2024-06-29,12
6687,313,15000,2024-07-06,12
6688,8508,5000,2024-02-19,24
6689,1891,15000,2024-11-17,12
6690,4222,5000,2024-03-23,36
6691,6979,25000,2024-01-24,24
6692,8688,25000,2024-03-09,36
6693,9173,10000,2024-01-08,24
6694,4840,15000,2024-09-05,12
6695,4796,25000,2024-04-08,24
6696,2029,15000,2024-11-17,24
6697,2908,25000,2024-07-16,24
6698,3144,10000,2024-11-10,12
6699,8920,25000,2024-07-26,12
6700,5391,25000,2024-10-29,36
6701,7575,10000,2024-07-10,36
6702,9660,5000,2024-01-26,12
6703,9307,15000,2024-05-27,12
6704,1678,5000,2024-12-14,24
6705,2044,5000,2024-01-04,12
6706,7682,5000,2024-03-05,36
6707,3115,15000,2024-08-04,12
6708,4167,10000,2024-10-17,36
6709,4854,25000,2024-04-26,12
6710,8096,25000,2024-03-25,12
6711,8299,5000,2024-11-03,24
6712,6600,15000,2024-10-05,36
6713,2342,5000,2024-10-02,12
6714,6320,10000,2024-12-11,24
6715,9323,25000,2024-10-09,24
6716,1110,25000,2024-06-17,36
6717,1251,25000,2024-01-26,24
6718,6473,25000,2024-12-29,36
6719,7409,10000,2024-02-09,36
6720,3074,15000,2024-07-26,36
6721,5371,15000,2024-12-28,24
6722,5546,10000,2024-03-24,24
6723,8273,25000,2024-08-25,36
6724,916,15000,2024-12-09,24
6725,262,10000,2024-07-12,24
6726,5515,5000,2024-11-24,36
6727,3320,10000,2024-12-03,36
6728,8151,25000,2024-12-27,24
6729,3041,25000,2024-12-15,36
6730,4904,25000,2024-09-15,36
6731,2663,5000,2024-07-10,12
6732,6959,15000,2024-10-11,36
6733,6242,25000,2024-06-30,12
6734,5265,5000,2024-01-07,24
6735,6938,10000,2024-06-01,24
6736,1973,15000,2024-10-25,12
6737,2175,15000,2024-09-18,12
6738,1328,10000,2024-03-19,12
6739,4891,15000,2024-02-09,12
6740,6723,10000,2024-07-07,12
6741,7315,5000,2024-10-03,12
6742,9032,25000,2024-09-06,12
6743,7249,5000,2024-11-09,24
6744,6727,25000,2024-04-18,12
6745,548,15000,2024-04-05,12
6746,5730,10000,2024-02-01,24
6747,5553,10000,2024-09-24,24
6748,3877,5000,2024-08-23,12
6749,5882,5000,2024-01-20,12
6750,9518,15000,2024-07-23,36
6751,3792,10000,2024-08-25,12
6752,2872,25000,2024-01-21,36
6753,7543,15000,2024-10-27,36
6754,575,15000,2024-08-04,24
6755,1102,15000,2024-04-30,36
6756,8222,10000,2024-10-22,12
6757,1376,5000,2024-12-15,36
6758,5235,10000,2024-12-16,24
6759,3949,25000,2024-09-18,36
6760,6875,10000,2024-09-11,36
6761,3805,25000,2024-01-11,36
6762,4465,25000,2024-03-04,36
6763,5846,25000,2024-05-01,36
6764,3732,10000,2024-07-05,36
6765,7526,25000,2024-07-18,36
6766,4398,25000,2024-02-24,24
6767,7888,15000,2024-10-21,12
6768,5791,15000,2024-02-24,24
6769,3751,10000,2024-11-27,36
6770,3135,15000,2024-05-10,36
6771,1300,15000,2024-03-20,24
6772,4607,5000,2024-05-07,36
6773,887,10000,2024-08-06,24
6774,9751,10000,2024-09-28,36
6775,2047,15000,2024-09-17,36
6776,4891,10000,2024-09-07,12
6777,7003,10000,2024-10-22,36
6778,6602,10000,2024-11-18,12
6779,5968,10000,2024-08-14,12
6780,5528,15000,2024-06-21,24
6781,7895,5000,2024-09-09,12
6782,5897,15000,2024-01-24,24
6783,3458,5000,2024-10-11,24
6784,7558,10000,2024-05-05,12
6785,3299,25000,2024-09-12,24
6786,7503,10000,2024-10-15,12
6787,5277,10000,2024-06-27,36
6788,1527,25000,2024-03-20,24
6789,2151,10000,2024-04-06,12
6790,2157,10000,2024-07-20,12
6791,2795,25000,2024-01-30,12
6792,4244,10000,2024-03-01,12
6793,6827,10000,2024-06-11,36
6794,3043,5000,2024-09-19,24
6795,6696,15000,2024-05-22,12
6796,6893,10000,2024-12-17,24
6797,4092,10000,2024-03-06,12
6798,3235,10000,2024-08-11,24
6799,436,5000,2024-08-07,12
6800,9650,10000,2024-12-06,12
6801,2373,15000,2024-09-29,36
6802,112,25000,2024-01-19,24
6803,3035,5000,2024-09-26,12
6804,5575,25000,2024-02-18,12
6805,5889,5000,2024-11-02,36
6806,9289,10000,2024-02-03,36
6807,8175,5000,2024-08-27,36
6808,5050,10000,2024-03-24,36
6809,7361,25000,2024-06-24,36
6810,9489,25000,2024-11-18,24
6811,958,15000,2024-11-09,12
6812,4832,15000,2024-11-29,24
6813,4969,5000,2024-05-28,36
6814,8286,5000,2024-10-09,12
6815,2767,10000,2024-06-05,24
6816,6826,25000,2024-08-19,36
6817,668,25000,2024-07-25,24
6818,7924,5000,2024-06-20,24
6819,515,25000,2024-06-14,36
6820,9436,15000,2024-09-27,12
6821,4290,5000,2024-01-15,36
6822,812,15000,2024-02-01,36
6823,5708,10000,2024-02-09,24
6824,5850,15000,2024-03-16,12
6825,6073,5000,2024-07-30,36
6826,1521,15000,2024-03-31,12
6827,5750,15000,2024-09-14,24
6828,1479,5000,2024-08-20,36
6829,2002,10000,2024-01-22,12
6830,5819,15000,2024-06-02,12
6831,9224,5000,2024-05-15,24
6832,2139,15000,2024-10-18,12
6833,3070,15000,2024-04-10,12
6834,351,25000,2024-03-21,12
6835,2306,15000,2024-04-30,36
6836,7209,10000,2024-05-14,36
6837,6871,15000,2024-08-06,24
6838,4792,5000,2024-08-21,24
6839,1265,5000,2024-08-05,36
6840,1558,25000,2024-12-04,12
6841,4961,25000,2024-09-21,36
6842,6389,15000,2024-08-22,24
6843,8978,25000,2024-02-28,24
6844,6735,10000,2024-03-05,36
6845,3907,25000,2024-09-02,24
6846,8058,5000,2024-05-28,24
6847,3434,25000,2024-06-25,24
6848,666,10000,2024-02-02,24
6849,8753,10000,2024-05-24,24
6850,3658,25000,2024-09-25,12
6851,4149,25000,2024-08-28,36
6852,6904,25000,2024-10-25,24
6853,5300,5000,2024-04-22,24
6854,1543,5000,2024-11-24,24
6855,718,10000,2024-11-16,36
6856,3140,25000,2024-02-09,36
6857,2921,15000,2024-06-10,36
6858,655,10000,2024-02-05,24
6859,9324,5000,2024-12-30,24
6860,6329,10000,2024-07-24,36
6861,9968,5000,2024-08-22,12
6862,7891,15000,2024-04-16,12
6863,6734,25000,2024-03-25,36
6864,3812,25000,2024-04-01,24
6865,1750,25000,2024-08-11,24
6866,5818,15000,2024-02-09,12
6867,6112,15000,2024-04-02,24
6868,1082,15000,2024-09-28,36
6869,6775,15000,2024-12-18,24
6870,5364,5000,2024-11-01,24
6871,3202,10000,2024-08-21,36
6872,6999,15000,2024-02-12,12
6873,5332,5000,2024-12-08,36
6874,9272,10000,2024-05-12,24
6875,291,10000,2024-03-05,36
6876,6961,15000,2024-12-16,36
6877,5739,15000,2024-03-22,12
6878,3424,10000,2024-05-28,12
6879,3500,10000,2024-03-11,24
6880,8174,5000,2024-11-16,36
6881,7805,15000,2024-10-05,24
6882,5569,10000,2024-03-31,36
6883,844,10000,2024-09-11,36
6884,914,25000,2024-06-10,12
6885,4440,15000,2024-11-08,36
6886,5668,5000,2024-09-28,12
6887,7897,5000,2024-12-25,36
6888,3991,25000,2024-12-05,24
6889,9169,15000,2024-06-24,24
6890,1201,5000,2024-10-07,36
6891,7390,25000,2024-07-14,12
6892,1649,5000,2024-06-08,12
6893,122,5000,2024-10-27,12
6894,4371,25000,2024-04-01,36
6895,9152,10000,2024-06-16,24
6896,3816,10000,2024-05-20,12
6897,4408,5000,2024-09-17,24
6898,1353,15000,2024-05-24,12
6899,5223,15000,2024-08-26,36
6900,688,15000,2024-03-11,36
6901,856,25000,2024-07-05,12
6902,4437,5000,2024-02-04,24
6903,22,25000,2024-07-02,12
6904,7318,15000,2024-05-23,12
6905,2005,25000,2024-11-03,12
6906,6713,10000,2024-06-03,24
6907,6814,15000,2024-07-08,12
6908,970,15000,2024-09-18,12
6909,3779,10000,2024-04-12,36
6910,7335,10000,2024-10-06,24
6911,8537,5000,2024-08-30,36
6912,9922,25000,2024-03-27,36
6913,5581,5000,2024-05-12,12
6914,8078,5000,2024-07-17,12
6915,3332,5000,2024-03-26,12
6916,4296,5000,2024-04-02,36
6917,6149,10000,2024-06-29,24
6918,6444,10000,2024-06-07,24
6919,3308,25000,2024-02-04,36
6920,5867,25000,2024-04-07,36
6921,540,25000,2024-05-26,24
6922,5272,10000,2024-02-03,12
6923,7173,15000,2024-07-29,24
6924,1489,15000,2024-06-17,36
6925,286,25000,2024-05-01,12
6926,5734,15000,2024-11-04,12
6927,6483,5000,2024-07-26,24
6928,1238,25000,2024-05-05,12
6929,113,15000,2024-07-10,36
6930,4434,5000,2024-03-02,24
6931,8282,5000,2024-02-24,36
6932,6927,5000,2024-12-13,36
6933,9692,5000,2024-01-11,36
6934,1054,15000,2024-08-27,24
6935,1564,10000,2024-11-03,36
6936,8549,5000,2024-08-11,36
6937,3727,25000,2024-01-26,12
6938,6690,15000,2024-11-25,12
6939,4555,5000,2024-12-08,36
6940,8663,25000,2024-02-17,12
6941,2915,5000,2024-10-27,24
6942,2987,10000,2024-10-15,12
6943,2621,5000,2024-03-18,24
6944,7170,10000,2024-01-09,24
6945,9334,25000,2024-11-29,12
6946,4404,15000,2024-08-15,12
6947,4660,5000,2024-09-03,24
6948,1039,10000,2024-04-14,36
6949,6568,25000,2024-01-02,36
6950,55,5000,2024-09-26,36
6951,8114,5000,2024-06-12,36
6952,9494,5000,2024-02-04,12
6953,7413,10000,2024-03-04,12
6954,7126,15000,2024-04-15,24
6955,3468,25000,2024-08-31,24
6956,1495,10000,2024-12-18,36
6957,4134,15000,2024-01-09,24
6958,3704,25000,2024-07-23,12
6959,4866,10000,2024-02-12,36
6960,183,10000,2024-09-22,36
6961,1237,15000,2024-07-03,36
6962,8813,25000,2024-02-02,24
6963,9737,15000,2024-02-23,36
6964,4128,15000,2024-08-19,12
6965,235,10000,2024-09-25,36
6966,73,15000,2024-05-31,24
6967,5768,5000,2024-03-02,24
6968,1790,5000,2024-06-16,36
6969,8820,5000,2024-11-10,36
6970,8860,5000,2024-11-07,24
6971,4024,25000,2024-03-04,12
6972,8786,15000,2024-02-29,12
6973,2261,15000,2024-10-05,36
6974,4263,5000,2024-06-03,36
6975,7389,25000,2024-04-17,36
6976,6546,15000,2024-11-12,24
6977,6935,5000,2024-10-26,24
6978,7457,10000,2024-02-26,36
6979,9161,15000,2024-02-12,24
6980,8371,10000,2024-11-13,24
6981,6315,15000,2024-12-14,12
6982,6118,15000,2024-04-21,24
6983,2052,15000,2024-11-25,36
6984,4432,10000,2024-08-10,12
6985,8387,25000,2024-07-13,24
6986,2941,10000,2024-06-29,12
6987,3629,5000,2024-06-19,24
6988,7635,25000,2024-12-25,24
6989,5464,10000,2024-09-13,12
6990,9424,10000,2024-02-18,24
6991,3699,5000,2024-02-17,36
6992,1960,10000,2024-08-14,24
6993,1527,25000,2024-07-25,12
6994,7840,10000,2024-08-13,12
6995,6930,25000,2024-06-29,24
6996,3520,5000,2024-01-11,36
6997,1696,25000,2024-11-12,24
6998,5897,10000,2024-04-30,24
6999,7991,5000,2024-03-28,24
7000,6467,25000,2024-04-10,24
7001,377,25000,2024-04-08,36
7002,779,15000,2024-01-22,24
7003,5276,15000,2024-04-13,36
7004,3344,10000,2024-03-11,24
7005,5993,15000,2024-10-12,36
7006,3596,10000,2024-11-11,24
7007,2500,5000,2024-02-24,12
7008,587,25000,2024-05-06,24
7009,7490,5000,2024-02-08,24
7010,9247,5000,2024-05-18,12
7011,3000,15000,2024-05-11,12
7012,6745,25000,2024-08-23,24
7013,8802,5000,2024-06-09,36
7014,8999,25000,2024-02-14,12
7015,2484,25000,2024-06-13,12
7016,5796,5000,2024-12-05,12
7017,7910,25000,2024-08-13,12
7018,2700,10000,2024-05-28,12
7019,7485,25000,2024-11-09,12
7020,9544,10000,2024-11-02,24
7021,109,10000,2024-11-22,24
7022,8718,10000,2024-05-23,12
7023,1499,5000,2024-08-11,36
7024,6098,10000,2024-06-26,36
7025,9142,25000,2024-11-26,36
7026,1668,15000,2024-06-24,24
7027,3185,15000,2024-01-29,24
7028,7454,15000,2024-10-24,24
7029,4948,10000,2024-04-07,24
7030,8798,5000,2024-07-05,12
7031,9817,10000,2024-11-25,12
7032,4918,15000,2024-08-11,36
7033,7429,25000,2024-04-17,36
7034,6862,10000,2024-03-24,12
7035,4403,15000,2024-09-14,36
7036,1058,25000,2024-05-15,24
7037,6313,5000,2024-04-23,36
7038,1369,25000,2024-10-23,24
7039,8103,5000,2024-05-07,36
7040,5739,25000,2024-03-29,24
7041,9864,5000,2024-05-18,36
7042,4634,5000,2024-01-24,24
7043,3739,5000,2024-02-04,12
7044,9120,10000,2024-05-12,12
7045,3626,25000,2024-04-15,24
7046,5201,5000,2024-09-26,12
7047,2737,25000,2024-09-30,36
7048,8897,10000,2024-04-13,12
7049,8475,15000,2024-06-22,24
7050,3684,15000,2024-08-12,12
7051,971,5000,2024-03-08,36
7052,489,10000,2024-02-26,24
7053,7462,25000,2024-02-09,12
7054,8362,5000,2024-07-31,12
7055,7151,15000,2024-06-21,12
7056,9785,10000,2024-04-21,36
7057,8758,15000,2024-11-13,12
7058,9610,10000,2024-10-05,36
7059,7356,15000,2024-08-03,24
7060,8577,5000,2024-07-19,36
7061,3136,5000,2024-03-23,12
7062,4177,5000,2024-08-06,24
7063,6924,15000,2024-04-13,12
7064,3257,25000,2024-02-20,12
7065,7513,15000,2024-09-13,36
7066,8430,15000,2024-03-17,12
7067,7464,25000,2024-01-04,36
7068,6443,5000,2024-11-06,24
7069,4833,15000,2024-03-29,24
7070,2577,15000,2024-05-17,24
7071,2072,5000,2024-09-06,12
7072,8524,15000,2024-12-28,36
7073,3130,25000,2024-01-30,12
7074,4285,10000,2024-08-11,12
7075,3536,15000,2024-06-06,36
7076,6366,25000,2024-01-05,12
7077,353,5000,2024-09-27,24
7078,3123,10000,2024-02-17,36
7079,5208,5000,2024-12-18,24
7080,2032,5000,2024-07-22,12
7081,9052,5000,2024-10-07,12
7082,2927,10000,2024-10-01,24
7083,5826,25000,2024-02-28,12
7084,4045,25000,2024-06-29,12
7085,7882,25000,2024-06-15,36
7086,7592,25000,2024-09-17,36
7087,4621,10000,2024-07-31,24
7088,1171,5000,2024-04-09,12
7089,5641,15000,2024-01-19,24
7090,4918,10000,2024-11-19,12
7091,5246,5000,2024-01-24,36
7092,9798,15000,2024-03-30,36
7093,7307,5000,2024-05-26,12
7094,5802,25000,2024-11-10,36
7095,6746,10000,2024-11-12,36
7096,8264,10000,2024-02-01,12
7097,2293,15000,2024-12-27,36
7098,4675,10000,2024-02-14,12
7099,9426,5000,2024-08-19,24
7100,194,5000,2024-05-09,12
7101,8922,15000,2024-08-12,24
7102,8228,15000,2024-10-27,12
7103,5198,15000,2024-06-09,12
7104,7189,15000,2024-10-05,12
7105,8437,25000,2024-08-13,12
7106,3467,5000,2024-04-15,12
7107,5213,5000,2024-03-09,24
7108,8121,5000,2024-07-26,36
7109,5946,5000,2024-07-17,12
7110,5496,25000,2024-05-16,24
7111,6320,15000,2024-08-31,24
7112,1782,10000,2024-12-26,12
7113,9408,5000,2024-03-28,12
7114,616,10000,2024-02-18,12
7115,4164,25000,2024-01-26,24
7116,5275,25000,2024-08-11,12
7117,8646,15000,2024-10-09,12
7118,1532,25000,2024-06-17,36
7119,4562,15000,2024-12-04,24
7120,6572,10000,2024-07-29,12
7121,1776,25000,2024-04-16,24
7122,7137,15000,2024-12-08,12
7123,9342,10000,2024-11-17,12
7124,3707,5000,2024-11-12,24
7125,5156,15000,2024-11-18,24
7126,7406,15000,2024-11-17,24
7127,5347,10000,2024-07-23,24
7128,83,10000,2024-08-11,36
7129,9716,10000,2024-02-12,24
7130,6795,10000,2024-04-16,12
7131,4937,10000,2024-03-02,12
7132,1108,15000,2024-01-13,24
7133,2075,10000,2024-03-23,24
7134,7738,5000,2024-10-06,24
7135,4475,10000,2024-12-18,24
7136,8573,25000,2024-03-17,24
7137,637,15000,2024-04-04,12
7138,800,5000,2024-06-14,36
7139,4013,15000,2024-01-08,24
7140,283,25000,2024-11-09,24
7141,4310,10000,2024-06-06,24
7142,9372,15000,2024-01-19,24
7143,2047,15000,2024-10-12,36
7144,6674,10000,2024-02-24,36
7145,855,15000,2024-06-22,12
7146,617,15000,2024-06-14,24
7147,3231,15000,2024-09-29,24
7148,2089,25000,2024-12-19,12
7149,3874,25000,2024-02-06,12
7150,7673,25000,2024-11-06,24
7151,4615,5000,2024-11-20,36
7152,9221,15000,2024-02-11,12
7153,1045,10000,2024-09-11,24
7154,646,10000,2024-03-05,24
7155,941,15000,2024-12-01,24
7156,343,10000,2024-04-03,12
7157,1667,5000,2024-01-10,12
7158,2465,10000,2024-06-28,12
7159,38,25000,2024-10-06,24
7160,4432,25000,2024-01-21,12
7161,251,25000,2024-06-28,24
7162,5008,25000,2024-12-24,36
7163,7239,10000,2024-03-19,36
7164,264,15000,2024-05-12,36
7165,6528,5000,2024-06-12,12
7166,5887,5000,2024-04-24,24
7167,9607,10000,2024-10-04,12
7168,5106,10000,2024-02-21,36
7169,1622,25000,2024-03-24,24
7170,1754,15000,2024-10-10,36
7171,8754,25000,2024-10-13,24
7172,3583,15000,2024-11-04,12
7173,1158,25000,2024-05-31,24
7174,5509,5000,2024-09-10,36
7175,9958,15000,2024-10-27,24
7176,4157,5000,2024-05-09,24
7177,3836,25000,2024-03-03,36
7178,5862,5000,2024-12-04,36
7179,3104,10000,2024-02-10,36
7180,4753,5000,2024-03-29,36
7181,1046,5000,2024-10-05,24
7182,8016,25000,2024-06-26,24
7183,2858,5000,2024-11-25,36
7184,1103,5000,2024-06-09,24
7185,7304,10000,2024-02-12,36
7186,6446,15000,2024-02-24,24
7187,6003,15000,2024-02-20,12
7188,8579,5000,2024-12-19,24
7189,1613,15000,2024-06-13,36
7190,1566,15000,2024-03-03,12
7191,3356,5000,2024-11-18,12
7192,2508,25000,2024-09-05,36
7193,2201,5000,2024-11-22,36
7194,4005,15000,2024-04-16,24
7195,5811,10000,2024-06-25,24
7196,8999,15000,2024-05-08,12
7197,3784,25000,2024-09-11,24
7198,641,5000,2024-07-11,24
7199,5926,15000,2024-04-03,24
7200,4087,15000,2024-04-05,12
7201,2100,10000,2024-06-25,24
7202,7868,25000,2024-02-16,24
7203,7899,15000,2024-05-06,36
7204,8434,15000,2024-09-22,12
7205,5790,5000,2024-10-26,36
7206,3750,25000,2024-08-27,12
7207,4747,10000,2024-10-26,36
7208,9627,15000,2024-08-12,36
7209,7196,25000,2024-12-30,36
7210,1434,25000,2024-01-04,36
7211,6503,25000,2024-03-04,24
7212,9632,25000,2024-11-05,24
7213,4278,15000,2024-08-23,24
7214,4888,25000,2024-09-09,36
7215,8104,5000,2024-06-17,12
7216,5934,5000,2024-01-30,12
7217,7508,10000,2024-03-11,36
7218,4449,10000,2024-08-17,36
7219,8669,25000,2024-12-15,24
7220,9511,10000,2024-05-15,36
7221,5329,25000,2024-03-25,24
7222,5195,5000,2024-12-30,24
7223,5351,5000,2024-11-22,36
7224,5697,5000,2024-07-15,12
7225,3658,5000,2024-06-08,12
7226,9481,10000,2024-07-26,36
7227,269,10000,2024-02-09,24
7228,2936,25000,2024-07-08,24
7229,9214,10000,2024-08-05,12
7230,90,5000,2024-06-03,24
7231,1926,5000,2024-05-02,12
7232,3248,25000,2024-08-07,36
7233,1149,5000,2024-10-15,36
7234,9795,5000,2024-11-17,24
7235,5298,25000,2024-04-14,36
7236,9995,25000,2024-03-19,36
7237,8197,15000,2024-07-17,24
7238,5933,10000,2024-07-30,24
7239,3062,10000,2024-01-13,12
7240,431,25000,2024-12-17,36
7241,8582,15000,2024-10-11,36
7242,8016,10000,2024-11-19,24
7243,3543,5000,2024-05-17,36
7244,1374,25000,2024-12-21,12
7245,4840,25000,2024-03-16,12
7246,4180,10000,2024-07-04,24
7247,453,5000,2024-08-01,36
7248,8515,5000,2024-12-20,12
7249,4015,25000,2024-07-04,36
7250,6050,25000,2024-12-25,24
7251,5659,5000,2024-07-27,24
7252,9321,25000,2024-03-10,36
7253,9302,15000,2024-02-14,12
7254,2551,10000,2024-06-26,24
7255,8698,5000,2024-06-24,36
7256,7029,10000,2024-09-26,36
7257,9372,15000,2024-12-18,12
7258,496,25000,2024-06-20,24
7259,5037,10000,2024-08-31,36
7260,7138,10000,2024-06-04,24
7261,386,25000,2024-07-07,24
7262,3615,10000,2024-07-17,24
7263,4772,10000,2024-03-15,36
7264,7281,15000,2024-02-02,36
7265,1897,10000,2024-07-13,12
7266,7009,25000,2024-04-02,12
7267,3518,25000,2024-05-13,24
7268,811,25000,2024-07-10,36
7269,883,5000,2024-04-15,24
7270,9595,15000,2024-08-18,36
7271,3795,10000,2024-10-25,36
7272,9481,10000,2024-01-28,24
7273,5308,25000,2024-11-09,12
7274,9090,25000,2024-01-15,36
7275,8122,25000,2024-05-31,24
7276,9409,25000,2024-12-28,12
7277,5230,5000,2024-03-30,12
7278,2956,15000,2024-07-08,36
7279,2954,15000,2024-07-11,24
7280,3571,5000,2024-01-26,12
7281,5743,10000,2024-04-19,36
7282,5185,10000,2024-12-16,24
7283,1089,15000,2024-05-08,36
7284,317,15000,2024-03-22,24
7285,6239,10000,2024-07-27,36
7286,7971,5000,2024-02-15,36
7287,395,5000,2024-01-01,24
7288,5316,10000,2024-02-20,36
7289,9766,5000,2024-06-12,24
7290,1063,25000,2024-11-20,12
7291,2424,15000,2024-11-20,12
7292,4552,10000,2024-11-17,36
7293,4372,25000,2024-04-08,24
7294,5675,25000,2024-10-12,12
7295,3582,5000,2024-09-14,24
7296,6549,5000,2024-04-09,12
7297,4259,15000,2024-12-24,24
7298,9835,15000,2024-01-25,24
7299,4896,10000,2024-05-26,12
7300,6948,15000,2024-08-30,12
7301,7785,25000,2024-03-11,36
7302,7237,15000,2024-12-25,24
7303,5229,25000,2024-01-14,36
7304,1543,25000,2024-10-15,12
7305,2900,10000,2024-10-19,12
7306,1479,5000,2024-12-28,24
7307,9204,15000,2024-10-12,24
7308,9624,10000,2024-07-24,12
7309,8649,15000,2024-09-25,36
7310,5011,25000,2024-12-03,24
7311,4052,15000,2024-10-20,24
7312,3577,5000,2024-03-13,36
7313,7836,15000,2024-03-27,12
7314,8096,15000,2024-12-16,12
7315,6654,25000,2024-11-17,12
7316,2293,15000,2024-06-14,12
7317,4880,5000,2024-10-23,36
7318,7206,15000,2024-08-18,12
7319,1139,25000,2024-07-10,24
7320,2546,10000,2024-02-25,24
7321,9553,25000,2024-08-02,24
7322,3191,25000,2024-10-31,36
7323,8248,25000,2024-07-05,36
7324,4520,10000,2024-04-05,24
7325,4978,5000,2024-09-01,12
7326,6705,25000,2024-06-15,12
7327,6192,25000,2024-11-06,12
7328,5766,5000,2024-09-15,12
7329,8430,5000,2024-05-15,24
7330,3040,15000,2024-07-25,12
7331,8581,5000,2024-09-05,36
7332,8877,10000,2024-09-10,12
7333,3984,25000,2024-11-24,12
7334,187,25000,2024-01-16,24
7335,3429,10000,2024-10-08,12
7336,7759,15000,2024-06-08,24
7337,6755,25000,2024-12-03,24
7338,3389,25000,2024-09-20,12
7339,5070,15000,2024-12-24,24
7340,2935,15000,2024-02-29,36
7341,4372,15000,2024-09-24,24
7342,6935,10000,2024-07-05,24
7343,5988,10000,2024-07-05,12
7344,6860,5000,2024-02-13,12
7345,3970,15000,2024-06-14,24
7346,2752,10000,2024-06-01,36
7347,8174,10000,2024-05-31,36
7348,1576,5000,2024-04-06,24
7349,6504,10000,2024-07-07,24
7350,1260,25000,2024-05-16,24
7351,1057,10000,2024-08-04,24
7352,5661,15000,2024-12-05,12
7353,8737,5000,2024-10-30,24
7354,6244,15000,2024-07-27,24
7355,6801,15000,2024-02-21,36
7356,330,5000,2024-07-16,24
7357,2170,25000,2024-02-05,24
7358,9771,5000,2024-04-14,24
7359,3007,25000,2024-12-25,24
7360,5841,25000,2024-01-12,24
7361,7146,15000,2024-06-16,36
7362,2524,15000,2024-08-01,12
7363,4223,15000,2024-02-11,12
7364,2916,15000,2024-12-14,36
7365,9965,5000,2024-12-07,24
7366,5675,10000,2024-03-07,36
7367,1957,5000,2024-06-17,24
7368,6190,10000,2024-05-31,12
7369,2073,5000,2024-07-15,12
7370,873,15000,2024-01-13,12
7371,7498,10000,2024-08-16,24
7372,6005,5000,2024-06-10,24
7373,6438,5000,2024-04-12,36
7374,7334,25000,2024-05-10,24
7375,8449,5000,2024-04-05,24
7376,4918,15000,2024-08-03,12
7377,4033,5000,2024-07-19,24
7378,3261,5000,2024-05-10,36
7379,7167,15000,2024-07-20,36
7380,8886,10000,2024-10-17,12
7381,7443,10000,2024-10-02,24
7382,4038,15000,2024-12-26,12
7383,7202,10000,2024-11-27,12
7384,556,25000,2024-02-17,36
7385,5610,5000,2024-02-12,12
7386,6643,5000,2024-03-21,12
7387,9470,10000,2024-03-08,36
7388,5229,10000,2024-08-21,12
7389,9140,10000,2024-08-28,12
7390,4581,15000,2024-07-17,24
7391,4374,25000,2024-07-01,24
7392,398,25000,2024-07-28,24
7393,222,10000,2024-06-02,24
7394,2366,15000,2024-06-07,36
7395,1778,10000,2024-06-30,36
7396,4061,15000,2024-07-02,24
7397,3955,15000,2024-02-25,12
7398,5729,5000,2024-05-06,12
7399,775,10000,2024-02-22,12
7400,340,5000,2024-07-18,24
7401,7,5000,2024-02-03,12
7402,1297,25000,2024-02-15,36
7403,288,15000,2024-07-26,24
7404,893,15000,2024-12-05,24
7405,6991,15000,2024-11-25,12
7406,8909,15000,2024-02-19,24
7407,4280,5000,2024-07-15,12
7408,1854,15000,2024-01-11,24
7409,570,25000,2024-08-18,12
7410,4719,25000,2024-03-26,12
7411,8835,5000,2024-11-26,12
7412,3673,5000,2024-05-25,12
7413,6992,10000,2024-06-07,12
7414,6774,10000,2024-11-13,36
7415,2552,15000,2024-01-23,36
7416,110,5000,2024-12-25,12
7417,3651,5000,2024-06-29,36
7418,3220,25000,2024-03-02,12
7419,732,25000,2024-03-14,12
7420,5694,25000,2024-01-17,36
7421,8760,5000,2024-10-23,36
7422,5557,10000,2024-09-11,12
7423,7105,5000,2024-12-30,36
7424,9550,5000,2024-09-20,24
7425,7264,5000,2024-10-31,36
7426,1072,10000,2024-07-03,12
7427,7974,25000,2024-06-29,24
7428,7446,15000,2024-08-05,36
7429,5072,15000,2024-04-15,36
7430,7371,15000,2024-02-24,36
7431,2247,10000,2024-05-16,36
7432,1921,10000,2024-10-14,36
7433,6013,15000,2024-12-08,12
7434,8316,15000,2024-12-17,36
7435,6344,10000,2024-02-26,24
7436,75,15000,2024-04-09,36
7437,1989,5000,2024-01-05,36
7438,8349,25000,2024-04-21,12
7439,7288,10000,2024-04-04,12
7440,3084,25000,2024-11-14,24
7441,3819,15000,2024-08-10,12
7442,3692,15000,2024-07-04,24
7443,5240,10000,2024-05-16,36
7444,8275,10000,2024-08-12,12
7445,3066,5000,2024-09-07,36
7446,7955,10000,2024-12-20,36
7447,2234,25000,2024-01-26,12
7448,9977,10000,2024-07-09,12
7449,2091,5000,2024-07-12,12
7450,5629,25000,2024-10-16,36
7451,4169,15000,2024-12-02,12
7452,4013,10000,2024-01-06,24
7453,1878,15000,2024-11-13,24
7454,7187,5000,2024-12-16,12
7455,6309,10000,2024-08-07,24
7456,2315,5000,2024-07-31,12
7457,9656,15000,2024-03-15,36
7458,5248,25000,2024-11-05,24
7459,3993,5000,2024-06-12,24
7460,2915,10000,2024-08-18,24
7461,9534,10000,2024-08-27,24
7462,3935,15000,2024-03-31,24
